0.000000,1.000000
0.050000,1.000000
0.100000,1.000000
0.150000,1.000000
0.200000,1.000000
0.250000,1.000000
0.300000,1.000000
0.350000,1.000000
0.400000,1.000000
0.450000,1.000000
0.500000,1.000000
0.550000,1.000000
0.600000,1.000000
0.650000,1.000000
0.700000,1.000000
0.750000,1.000000
0.800000,1.000000
0.850000,1.000000
0.900000,1.000000
0.950000,1.000000
1.000000,1.000000
1.050000,1.000000
1.100000,1.000000
1.150000,1.000000
1.200000,1.000000
1.250000,1.000000
1.300000,1.000000
1.350000,1.000000
1.400000,0.999999
1.450000,0.999998
1.500000,0.999994
1.550000,0.999985
1.600000,0.999963
1.650000,0.999914
1.700000,0.999809
1.750000,0.999591
1.800000,0.999159
1.850000,0.998330
1.900000,0.996790
1.950000,0.994017
2.000000,0.989171
2.050000,0.980956
2.100000,0.967464
2.150000,0.946086
2.200000,0.913602
2.250000,0.866688
2.300000,0.802954
2.350000,0.722344
2.400000,0.628176
2.450000,0.526914
2.500000,0.426492
2.550000,0.334034
2.600000,0.254222
2.650000,0.188905
2.700000,0.137678
2.750000,0.098807
2.800000,0.070050
2.850000,0.049179
2.900000,0.034254
2.950000,0.023701
3.000000,0.016307
3.050000,0.011163
3.100000,0.007608
3.150000,0.005163
3.200000,0.003490
3.250000,0.002350
3.300000,0.001577
3.350000,0.001054
3.400000,0.000702
3.450000,0.000466
3.500000,0.000308
3.550000,0.000203
3.600000,0.000134
3.650000,0.000088
3.700000,0.000057
3.750000,0.000037
3.800000,0.000024
3.850000,0.000015
3.900000,0.000009
3.950000,0.000005
4.000000,0.000000
