0.000000,1.000000
0.050000,1.000000
0.100000,1.000000
0.150000,1.000000
0.200000,1.000000
0.250000,1.000000
0.300000,1.000000
0.350000,1.000000
0.400000,1.000000
0.450000,1.000000
0.500000,1.000000
0.550000,1.000000
0.600000,1.000000
0.650000,1.000000
0.700000,1.000000
0.750000,1.000000
0.800000,1.000000
0.850000,1.000000
0.900000,1.000000
0.950000,1.000000
1.000000,1.000000
1.050000,1.000000
1.100000,1.000000
1.150000,1.000000
1.200000,1.000000
1.250000,1.000000
1.300000,1.000000
1.350000,1.000000
1.400000,1.000000
1.450000,1.000000
1.500000,1.000000
1.550000,0.999999
1.600000,0.999999
1.650000,0.999998
1.700000,0.999996
1.750000,0.999993
1.800000,0.999986
1.850000,0.999975
1.900000,0.999955
1.950000,0.999920
2.000000,0.999861
2.050000,0.999759
2.100000,0.999588
2.150000,0.999305
2.200000,0.998839
2.250000,0.998081
2.300000,0.996862
2.350000,0.994917
2.400000,0.991845
2.450000,0.987045
2.500000,0.979633
2.550000,0.968346
2.600000,0.951467
2.650000,0.926800
2.700000,0.891834
2.750000,0.844178
2.800000,0.782340
2.850000,0.706659
2.900000,0.619937
2.950000,0.527242
3.000000,0.434785
3.050000,0.348350
3.100000,0.272065
3.150000,0.207950
3.200000,0.156169
3.250000,0.115651
3.300000,0.084713
3.350000,0.061526
3.400000,0.044392
3.450000,0.031865
3.500000,0.022779
3.550000,0.016228
3.600000,0.011527
3.650000,0.008163
3.700000,0.005761
3.750000,0.004043
3.800000,0.002806
3.850000,0.001897
3.900000,0.001195
3.950000,0.000598
4.000000,0.000000
